benign_921,0
benign_248,0
benign_261,0
benign_156,0
benign_567,0
benign_550,0
benign_804,0
benign_59,0
benign_754,0
benign_645,0
benign_614,0
benign_747,0
benign_717,0
benign_573,0
benign_381,0
benign_71,0
benign_524,0
benign_824,0
benign_448,0
benign_87,0
benign_1082,0
benign_984,0
benign_278,0
benign_333,0
benign_211,0
benign_141,0
benign_676,0
benign_782,0
benign_377,0
benign_1008,0
benign_814,0
benign_868,0
benign_904,0
benign_644,0
benign_241,0
benign_424,0
benign_24,0
benign_345,0
benign_50,0
benign_343,0
benign_209,0
benign_1170,0
benign_324,0
benign_108,0
benign_669,0
benign_729,0
benign_893,0
benign_359,0
benign_356,0
benign_962,0
benign_436,0
benign_1000,0
benign_364,0
benign_1003,0
benign_1143,0
benign_1113,0
benign_1054,0
benign_944,0
benign_858,0
benign_372,0
benign_55,0
benign_271,0
benign_219,0
benign_838,0
benign_57,0
benign_738,0
benign_922,0
benign_1156,0
benign_589,0
benign_954,0
benign_895,0
benign_428,0
benign_534,0
benign_479,0
benign_934,0
benign_677,0
benign_1140,0
benign_1101,0
benign_200,0
benign_616,0
benign_114,0
benign_1049,0
benign_110,0
benign_102,0
benign_175,0
benign_82,0
benign_421,0
benign_590,0
benign_603,0
benign_363,0
benign_234,0
benign_276,0
benign_803,0
benign_159,0
benign_290,0
benign_267,0
benign_129,0
benign_592,0
benign_320,0
benign_495,0
benign_1079,0
benign_439,0
benign_454,0
benign_850,0
benign_266,0
benign_199,0
benign_900,0
benign_975,0
benign_45,0
benign_382,0
benign_1128,0
benign_562,0
benign_1002,0
benign_1086,0
benign_440,0
benign_1009,0
benign_756,0
benign_334,0
benign_52,0
benign_1184,0
benign_297,0
benign_846,0
benign_1036,0
benign_974,0
benign_623,0
benign_808,0
benign_244,0
benign_734,0
benign_619,0
benign_169,0
benign_171,0
benign_221,0
benign_939,0
benign_423,0
benign_702,0
benign_941,0
benign_719,0
benign_924,0
benign_291,0
benign_536,0
benign_621,0
benign_1010,0
benign_299,0
benign_1109,0
benign_880,0
benign_1004,0
benign_157,0
benign_854,0
benign_1056,0
benign_737,0
benign_210,0
benign_999,0
benign_97,0
benign_1178,0
benign_32,0
benign_837,0
benign_1158,0
benign_935,0
benign_462,0
benign_527,0
benign_1183,0
benign_164,0
benign_287,0
benign_89,0
benign_658,0
benign_683,0
benign_245,0
benign_193,0
benign_1032,0
benign_637,0
benign_1025,0
benign_486,0
benign_912,0
benign_1139,0
benign_591,0
benign_599,0
benign_923,0
benign_11,0
benign_758,0
benign_708,0
benign_843,0
benign_60,0
benign_993,0
benign_232,0
benign_1157,0
benign_399,0
benign_1051,0
benign_1050,0
benign_507,0
benign_755,0
benign_821,0
benign_632,0
benign_542,0
benign_552,0
benign_1116,0
benign_600,0
benign_799,0
benign_885,0
benign_1186,0
benign_715,0
benign_978,0
benign_309,0
benign_310,0
benign_732,0
benign_915,0
